Baseline Lux,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0
0.0,0.9931101082954767,1.0036607028840239,1.0102571406835223,1.0152813932208604,1.0205726431340338,1.0272763784796062,1.035474035755362,1.044398693060267,1.0527985187464737,1.0594550762926076,1.0648643933465953,1.0654710452567473,1.0564890191464031,1.0385993372960867,1.0087659186811495
25.0,1.0477018510072922,1.0589591419098014,1.0634176282243677,1.065526182419727,1.0677696217693278,1.0709613033666225,1.075143017955874,1.0797529696965007,1.0839019444811038,1.0862710409196459,1.0857187002897741,1.0725921090167094,1.039688466041166,1.0566171717428514,1.0541408493139377
50.0,1.0660388509622098,1.076067580370899,1.0794300338456817,1.0808912418940153,1.082509929526274,1.0849175019982835,1.0881503753182653,1.091823081480292,1.095395065412868,1.098262376546139,1.0988582363614912,1.0931838029914667,1.018585549435632,1.0500242724341142,1.06600679337243
75.0,1.0774040784722223,1.0866713923285092,1.0894110045348995,1.0905456405103076,1.0918398297979033,1.093815574864902,1.0965070572376638,1.0996019099445835,1.1027016332151025,1.105418670157216,1.106851172495174,1.1049140530953196,1.0639785873197465,1.0372020593576463,1.0564886411814693
100.0,1.085521719965571,1.0942542607861987,1.0965863875163342,1.0975214619114204,1.0986113384547342,1.1003041068321004,1.1026305683379136,1.1053252053763136,1.1080656362101624,1.1105715510946181,1.1122383986164401,1.1111354018010022,1.0744721737030254,1.0116954241902165,1.0453870586052332
250.0,1.11026971467998,1.1174037088566942,1.118708059590282,1.1191905697808953,1.11977673108451,1.1207323518354124,1.1220804745807316,1.1236671794609974,1.1253329872492348,1.1269919286986916,1.128438927313727,1.1292185323601607,1.1208401159949781,1.052809178257892,0.9905593024208244
500.0,1.1265560398065473,1.1326197490918781,1.133414995382606,1.1336997660281871,1.1340424949672852,1.1346155988092668,1.1354390083795405,1.13641529691141,1.1374528973644356,1.1385233959705645,1.1395413826700134,1.1402986569373825,1.139882214418464,1.0922645870618006,1.0339941659555774
750.0,1.134771468740335,1.140257745828499,1.1408376790894987,1.1410442876602596,1.1412871691270838,1.1416993332843584,1.142296875813293,1.143007979558966,1.1437669824439485,1.1445612506759104,1.1453397963119585,1.1459703218892634,1.146484856996114,1.1103672090996792,1.0561371159292865
1000.0,1.1399819971552454,1.1450689484667425,1.1455272990151344,1.145690086937116,1.145877902707707,1.1461992356859876,1.1466683106047046,1.1472272111344657,1.1478255974216238,1.1484571835733226,1.1490863965160234,1.1496160299564533,1.1502837996377127,1.1207052549955228,1.0687042454125353
