Baseline Lux,0.0,0.875,1.75,2.625,3.5,4.375,5.25,6.125,7.0,7.875,8.75,9.625,10.5,11.375,12.25,13.125,14.0
0.0,0.9931101082954767,1.0026119414877561,1.008839691065267,1.0134503772698171,1.017806365123934,1.022890328768416,1.029202827322157,1.0365669823467492,1.044398693060267,1.0518318786520267,1.0579547341759552,1.063533612722063,1.0657931718528473,1.0635346157533443,1.0529832228693161,1.0355073864462994,1.0087659186811495
25.0,1.0477018510072922,1.057962713248449,1.0627005859594332,1.0647919239831352,1.0665629543002884,1.068836731944168,1.0719275161416584,1.0757123075434938,1.0797529696965007,1.0834443105727247,1.0859537850473364,1.085822136115257,1.0842850826971808,1.0504943149296566,1.0483953974538944,1.0590044814217527,1.0541408493139377
50.0,1.0660388509622098,1.0752420801534248,1.078923317588505,1.080379727445378,1.0816293074096965,1.083306079817194,1.0856579527185946,1.0885962350860794,1.091823081480292,1.0949759644025052,1.0976569070871205,1.0990920710997931,1.0976981250654163,1.0784854869901097,1.0160879368024518,1.0520543784027165,1.06600679337243
75.0,1.0774040784722223,1.0859567063985773,1.0890167919702514,1.09014618199852,1.091130938147686,1.09248942133632,1.094429914667684,1.096880188247341,1.0996019099445835,1.1023265310742352,1.1047968269560509,1.1065800226590083,1.106382547724031,1.0953941189888268,1.0193041494780999,1.039652482879857,1.0564886411814693
100.0,1.085521719965571,1.0936195325071931,1.0962609271724755,1.0971909773118156,1.0980107876732115,1.0991644825982252,1.1008337660658905,1.1029532459611815,1.1053252053763136,1.1077307398581926,1.1099796766543748,1.1117898515939773,1.1122828464208714,1.1075129676651307,1.0604116040224736,1.0222049424769717,1.0453870586052332
250.0,1.11026971467998,1.1169971489272623,1.1185421809278289,1.1190178267266921,1.119450403677585,1.120084248300891,1.1210369498176653,1.1222701293397348,1.1236671794609974,1.1251238087880477,1.1265789476073849,1.127947016551182,1.1289524966064548,1.1291387014025083,1.1067902314706712,1.0439846767458165,0.9905593024208244
500.0,1.1265560398065473,1.1323495441240168,1.133318610179193,1.1335983784541772,1.1338511449864328,1.1342252851493697,1.1348006514676232,1.1355549261441944,1.13641529691141,1.1373208303931888,1.138251107315974,1.1391789162288684,1.1399645458624323,1.1405475212653318,1.1355118346687616,1.0839942335372765,1.0339941659555774
750.0,1.134771468740335,1.1400488157969342,1.1407680546162233,1.1409713373933876,1.1411513633149224,1.141418158516393,1.141832923947762,1.1423808109195412,1.143007979558966,1.1436699931560783,1.1443572983341206,1.1450592164915245,1.1456809233309553,1.1462242320942015,1.144817540018973,1.1028690318753498,1.0561371159292865
1000.0,1.1399819971552454,1.1449007527035875,1.1454723561894022,1.1456332999607302,1.145772841110255,1.1459795326464037,1.1463042827315326,1.1467345518718957,1.1472272111344657,1.1477492055850393,1.148294059949391,1.14885744090547,1.1493679163738328,1.149850087953918,1.1497800753915373,1.113603886563634,1.0687042454125353
